id	title	imdbID	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	movie	distributor	genre	gross	theaters	days	distributor_Sony	distributor_Warner_Bros	distributor_Universal	distributor_Walt_Disney	distributor_20th_Century_Fox	distributor_Paramount	distributor_Miramax	distributor_MGM	distributor_Sony_Classics	distributor_New_Line	distributor_Lionsgate	distributor_IFC_Films	distributor_Strand	distributor_Magnolia	distributor_Fox_Searchlight	distributor_Orion	distributor_First_Run_Features	distributor_ThinkFilm	distributor_Regent_Releasing	distributor_Focus_Features	genre_Drama	genre_Comedy	genre_Documentary	genre_Action	genre_ThrillerSuspense	genre_Adventure	genre_Horror	genre_Romantic_Comedy	genre_Musical	genre_Black_Comedy	genre_Western	genre_ConcertPerformance	genre_Multiple_Genres	freq_ge0_l1	freq_ge1_l2	freq_ge2_l3	freq_ge3_l4	freq_ge4_l5	avg_rating	NrOfTopActors	NrOfTopDirectors	box_office
432	city slickers ii legend of curlys gold	109439	1994	city_slickers_ii_the_legend_of_curlys_gold	3.6	21	4	17	19	0	3	0	3	0	2.7	5885	34	city slickers ii legend of curlys gold	Sony Pictures	Comedy	4612768	2243	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	30414892
433	clean slate	109443	1994	1050560-clean_slate	4.1	16	3	13	18	0	2	0	2	0	2.5	630	33	clean slate	MGM	Comedy	694525	1427	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	21	36	26	10	2.37	0	0	6393524
436	color of night	109456	1994	color_of_night	3.9	26	8	18	30	0	3	0	3	0	2.7	3955	40	color of night	Walt Disney	Thriller/Suspense	3960	23	157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	3	3.33	0	0	19750470
437	cops robbersons	109480	1994	cops_and_robbersons	3.5	19	3	16	15	2.6	6	0	6	0	2.5	1201	26	cops robbersons	Sony Pictures	Comedy	2351821	1836	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	3	0	0	6974445
438	cowboy way	109493	1994	cowboy_way	4.2	12	2	10	16	0	2	0	2	0	3	2782	61	cowboy way	Universal	Comedy	1319410	1043	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	41	114	201	92	2.9	0	0	15638290
443	endless summer 2	109729	1994	endless_summer_ii_the_the_journey_continues	5.8	14	8	6	57	5	5	2	3	40	4	802	89	endless summer 2	New Line	Documentary	657292	302	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	14	47	67	17	2.76	0	0	657292
447	favor	109783	1994	favor	4.9	10	3	7	30	0	3	0	3	0	2.8	891	23	favor	Orion Pictures	Romantic Comedy	1487238	1029	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	8	11	2	2.6	1	0	1487238
450	with honors	111732	1994	with_honors	4	21	4	17	19	0	3	0	3	0	3.3	3484	72	with honors	Warner Bros.	Drama	1190532	1017	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	18	28	3.56	1	0	17204963
460	getting even with dad	109891	1994	getting_even_with_dad	3.3	12	1	11	8	0	3	0	3	0	2.4	2200	29	getting even with dad	MGM	Comedy	3136046	1955	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	13	22	16	1	2.16	0	0	11257289
4581	getting even with dad	109891	1994	getting_even_with_dad	3.3	12	1	11	8	0	3	0	3	0	2.4	2200	29	getting even with dad	MGM	Comedy	3136046	1955	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	0	2.25	0	0	11257289
470	house party 3	110064	1994	house_party_3	2.7	6	0	6	0	0	0	0	0	0	0	0	0	house party 3	New Line	Comedy	3281562	848	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	64	108	103	25	2.39	0	0	12656543
472	ill do anything	110097	1994	ill_do_anything	5.2	17	10	7	58	0	3	3	0	100	3	481	40	ill do anything	Sony Pictures	Comedy	4702625	1205	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	13	16	6	2.68	1	0	4702625
473	in army now	110123	1994	in_the_army_now	2.2	21	0	21	0	2.5	5	0	5	0	2.5	3672	47	in army now	Walt Disney	Comedy	33118	28	143	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	7	7	2	2.41	0	0	28881266
476	inkwell	110137	1994	inkwell	5	7	2	5	28	0	2	1	1	50	3.8	507	78	inkwell	Walt Disney	Comedy	1382326	513	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	44	191	145	3.45	0	0	5990357
484	lassie	110305	1994	1053155-lassie	6.8	8	6	2	75	0	2	2	0	100	2.9	2576	52	lassie	Paramount Pictures	Drama	1555070	1785	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	11	6	4	2.37	0	0	6719355
47805	lassie	110305	1994	1053155-lassie	6.8	8	6	2	75	0	2	2	0	100	2.9	2577	52	lassie	Paramount Pictures	Drama	1555070	1785	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	10	4	2.67	0	0	6719355
487	lightning jack	110353	1994	lightning_jack	3.4	16	1	15	6	3.9	6	1	5	16	2.8	2199	43	lightning jack	Savoy	Western	1928975	1565	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	25	39	3.62	0	0	12912099
496	what happened was	111689	1994	what_happened_was	7	20	18	2	90	0	4	3	1	75	4.1	120	84	what happened was	Samuel Goldwyn Films	Romantic Comedy	10952	10	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	39	106	97	21	2.5	0	0	324222
502	next karate kid	110657	1994	next_karate_kid	3.6	17	1	16	5	0	4	0	4	0	0	0	0	next karate kid	Sony Pictures	Action	1600880	1489	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	15	23	3	2.56	1	0	5243531
504	no escape	110678	1994	no_escape	5.1	15	8	7	53	0	3	0	3	0	3	2147	43	no escape	Savoy	Action	811006	1277	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	5	4	4	2	1.89	0	0	13378272
505	north	110687	1994	north	3	18	2	16	11	0	3	0	3	0	2.6	2932	32	north	Sony Pictures	Comedy	3036050	1481	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	9	10	3.27	2	0	3036050
512	puppet masters	111003	1994	puppet_masters	4.9	22	6	16	27	4	5	0	5	0	2.8	1068	38	puppet masters	Walt Disney	Horror	54426	142	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	31	90	54	3.29	0	0	8579626
513	radiol murders	110939	1994	radioland_murders	4	15	3	12	20	0	2	0	2	0	3.1	601	52	radiol murders	Universal	Comedy	835570	844	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	19	15	3.4	0	0	835570
514	ref	110955	1994	ref	6.6	41	32	9	78	5.6	8	4	4	50	3.3	3390	73	ref	Walt Disney	Comedy	2319532	797	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	5	1	0	1.55	1	0	6390224
516	renaissance man	110971	1994	renaissance_man	4.4	18	3	15	16	0	3	0	3	0	2.9	2575	54	renaissance man	Walt Disney	Comedy	240312	408	136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	1	2.53	0	0	23822558
518	road to wellville	111001	1994	road_to_wellville	4.9	16	7	9	43	0	2	1	1	50	2.8	1442	39	road to wellville	Sony Pictures	Comedy	39826	93	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	37	175	195	3.58	1	0	6487257
532	serial mom	111127	1994	serial_mom	5.8	44	27	17	61	4	8	1	7	12	3	6394	62	serial mom	Savoy	Comedy	2040450	502	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	3	4	0	1.79	0	0	2061731
536	a simple twist of fate	111194	1994	simple_twist_of_fate	5.5	19	9	10	47	0	2	0	2	0	3.1	1672	52	a simple twist of fate	Walt Disney	Drama	1404904	319	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	12	2	2.52	1	0	1404904
547	surviving game	111323	1994	surviving_the_game	4.3	13	3	10	23	0	1	0	1	0	3	1673	48	surviving game	New Line	Action	2907468	1025	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	8	9	3.37	0	0	2907468
548	terminal velocity	111400	1994	terminal_velocity	3.6	20	3	17	15	0	3	0	3	0	2.6	1883	25	terminal velocity	Walt Disney	Action	25897	19	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	4	6	3.38	0	0	16455799
550	threesome	111418	1994	threesome	4.4	23	6	17	26	4.1	6	1	5	16	3	1708	52	threesome	Sony Pictures	Comedy	1827008	1215	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	26	103	184	3.82	0	0	10639018
558	pagemaster	110763	1994	pagemaster	4.6	15	3	12	20	5	6	2	4	33	2.8	7531	49	pagemaster	20th Century Fox	Adventure	411498	572	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	10	13	4	2.47	1	0	11992698
569	little big league	110363	1994	little_big_league	5.2	15	5	10	33	0	3	2	1	66	2.9	2288	50	little big league	Sony Pictures	Comedy	3105618	1527	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	1	2.86	1	0	4013092
575	little rascals	110366	1994	little_rascals	3.8	10	2	8	20	0	0	0	0	0	0	0	0	little rascals	Universal	Comedy	344115	444	101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	7	7	2.93	1	0	51219015
577	re	109120	1994	andre	5.3	16	7	9	43	0	2	0	2	0	2.7	2286	52	re	Paramount Pictures	Adventure	4020760	1469	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	11	16	9	2.97	0	0	5511516
580	princess caraboo	110892	1994	princess_caraboo	5.7	14	8	6	57	0	3	0	3	0	3	723	43	princess caraboo	Sony Pictures	Romantic Comedy	1005287	301	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	9	4	2.84	1	0	1005287
687	country life	109491	1994	country_life	6.5	6	4	2	66	0	2	2	0	100	3.1	265	44	country life	Miramax	Drama	19431	14	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	18	22	3.32	0	0	265270
2036	blank check	109287	1994	blank_check	2.6	7	1	6	14	0	0	0	0	0	0	0	0	blank check	Walt Disney	Comedy	230418	251	136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	18	40	20	2.98	0	0	29678400
2042	d2 mighty ducks	109520	1994	d2_the_mighty_ducks	3.8	13	2	11	15	0	1	0	1	0	2.9	13731	55	d2 mighty ducks	Walt Disney	Comedy	264143	406	115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	10	10	4	3	2.07	0	0	44831717
2101	squanto a warriors tale	111271	1994	squanto_a_warriors_tale	5.6	9	5	4	55	0	2	0	2	0	3.3	515	62	squanto a warriors tale	Walt Disney	Drama	17238	34	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	8	3.53	0	0	3319344
2284	bit queen	109206	1994	bandit_queen	7.5	25	25	0	100	7.6	10	10	0	100	3.6	1049	72	bit queen	Arrow Releasing	Drama	10791	8	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	10	3	2.73	0	0	220565
2876	thumbelina	111419	1994	1048880-thumbelina	5.2	8	2	6	25	0	2	1	1	50	3.1	9634	64	thumbelina	Warner Bros.	Musical	2233274	1502	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	13	50	154	3.96	1	0	7110767
3434	death wish v face of death	109578	1994		0	0	0	0	0	0	0	0	0	0	0	0	0	death wish v face of death	Trimark	Action	503936	248	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3.6	0	0	503936
3848	silent fall	111187	1994	silent_fall	4.1	17	4	13	23	3.2	5	0	5	0	3	420	37	silent fall	Warner Bros.	Drama	702356	1253	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	14	24	10	2.79	0	0	2749381
4711	remin an electronic odyssey	108323	1994	theremin_an_electronic_odyssey	7.6	15	15	0	100	0	3	3	0	100	3.5	288	64	remin an electronic odyssey	Orion Classics	Documentary	10144	8	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1.44	0	0	99459
4749	3 ninjas kick back	109015	1994	3_ninjas_kick_back	2.8	6	1	5	16	0	3	1	2	33	2.6	6654	39	3 ninjas kick back	Walt Disney	Action	800524	1474	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	9	34	89	3.86	0	0	9773773
5096	babys day out	109190	1994	babys_day_out	3.9	14	3	11	21	0	3	0	3	0	2.7	10709	54	babys day out	20th Century Fox	Comedy	3004502	1707	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	2.43	0	0	8781769
5161	intersection	110146	1994	intersection	3.4	27	2	25	7	3.1	8	0	8	0	2.8	1105	40	intersection	Paramount Pictures	Drama	2553039	1300	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	51	76	78	19	2.38	0	0	17700056
5274	bar girls	109217	1994	bar_girls	5	6	1	5	16	0	2	0	2	0	3	635	46	bar girls	Orion Classics	Romantic Comedy	47592	25	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	9	15	3.76	0	0	397566
5357	iron will	110157	1994	iron_will	5.8	12	7	5	58	0	2	0	2	0	3.1	3444	61	iron will	Walt Disney	Drama	2304541	1527	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	19	3.71	1	0	17635814
5362	white fang 2 myth of white wolf	111701	1994	white_fang_2_myth_of_the_white_wolf	6.4	6	4	2	66	0	2	2	0	100	3.2	1366	56	white fang 2 myth of white wolf	Walt Disney	Adventure	1739397	1877	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	22	100	139	3.68	0	0	5145978
5547	camilla	109368	1994	camilla	5.2	5	2	3	40	0	2	0	2	0	3	598	31	camilla		Adventure	14784	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	8	48	247	283	3.61	0	0	137676
5591	monkey trouble	110557	1994	monkey_trouble	5.6	11	6	5	54	0	2	2	0	100	2.5	2170	39	monkey trouble	New Line	Comedy	2460356	1413	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2.67	0	0	7814890
5893	last seduction	110308	1994	last_seduction	7.8	48	45	3	93	7.9	11	11	0	100	3.6	1444	73	last seduction	October Films	Thriller/Suspense	47165	32	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	8	5	3.1	0	0	5682522
6304	brainscan	109327	1994	brainscan	4	10	2	8	20	0	2	0	2	0	3.1	1960	56	brainscan	Sony Pictures	Horror	1725000	1221	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	30	39	16	2.91	0	0	1725000
6559	little giants	110364	1994	little_giants	3.9	9	3	6	33	0	1	0	1	0	3.1	9092	62	little giants	Warner Bros.	Comedy	29085	253	80	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	12	14	25	6	2.54	0	0	19299064
6625	camp nowhere	109369	1994	camp_nowhere	3.6	10	1	9	10	0	2	1	1	50	2.8	2929	53	camp nowhere	Walt Disney	Comedy	16646	51	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2.25	0	0	10438786
6788	angie	109129	1994	angie	5.2	15	6	9	40	0	3	1	2	33	2.7	642	31	angie	Walt Disney	Comedy	2246480	1169	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	5996706
6811	pcu	110759	1994	pcu	5.2	15	7	8	46	0	2	0	2	0	3.5	3192	73	pcu	20th Century Fox	Comedy	2129483	1741	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	6	16	7	3.03	0	0	2129483
6992	guarding tess	109951	1994	guarding_tess	5.6	31	18	13	58	6.7	7	5	2	71	3	2875	51	guarding tess	Sony Pictures	Drama	1826480	1445	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	3	1	0	22002516
7041	trapped in paradise	111477	1994	trapped_in_paradise	3.1	20	2	18	10	2.8	7	1	6	14	2.9	2272	42	trapped in paradise	20th Century Fox	Comedy	87167	131	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4.2	0	0	5821500
31367	chase	109402	1994	1049183-chase	4.8	16	5	11	31	0	3	0	3	0	2.6	2631	36	chase	20th Century Fox	Adventure	3421028	1633	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	4	4	1	2.19	0	0	3421028
7725	on deadly ground	110725	1994	on_deadly_ground	2.3	23	0	23	0	2.4	5	0	5	0	2.5	3925	45	on deadly ground	Warner Bros.	Action	2692914	1860	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	11	7	3.33	1	0	31672603
8843	a million to juan	110518	1994	million_to_juan	0	2	0	2	0	0	0	0	0	0	0	0	0	a million to juan	Goldwyn Entertainment	Comedy	381457	181	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2.5	0	0	381457
26870	major league ii	110442	1994	major_league_2	3.3	21	1	20	4	2.7	6	0	6	0	2.8	4428	45	major league ii	Warner Bros.	Comedy	1802121	1807	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	9	3.5	0	0	24311240
31553	double dragon	106761	1994	double_dragon	3.2	10	0	10	0	0	3	0	3	0	2.1	3610	29	double dragon	Gramercy	Action	513923	995	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	21	50	3.94	0	0	2194780
3114	toy story	114709	1995	toy_story	9	73	73	0	100	8.5	17	17	0	100	3.7	102338	81	toy story	Walt Disney	Adventure	35933	119	264	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	18	92	430	713	3.74	1	0	191652928
4929	toy story	114709	1995	toy_story	9	73	73	0	100	8.5	17	17	0	100	3.7	102338	81	toy story	Walt Disney	Adventure	35933	119	264	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	64	182	372	142	2.98	1	0	191652928
2	jumanji	113497	1995	1068044-jumanji	5.6	28	13	15	46	5.8	5	2	3	40	3.2	44587	61	jumanji	Sony Pictures	Adventure	406660	615	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	17	74	111	42	2.87	2	0	100109938
4	waiting to exhale	114885	1995	waiting_to_exhale	5.6	25	14	11	56	5.5	11	5	6	45	3.3	5666	79	waiting to exhale	20th Century Fox	Drama	65987	103	115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	9	36	169	370	3.85	0	0	66947948
5	far of bride part ii	113041	1995	father_of_the_bride_part_ii	5.3	19	9	10	47	5.4	5	1	4	20	3	13761	64	far of bride part ii	Walt Disney	Comedy	40230	62	129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	14	50	133	81	3.18	1	0	76578911
6	heat	113277	1995	1068182-heat	7.7	58	50	8	86	7.2	17	14	3	82	3.9	42785	92	heat	Warner Bros.	Drama	25614	121	122	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	15	6	2.72	4	1	67421778
8	tom huck	112302	1995	tom_and_huck	4.2	8	2	6	25	0	2	1	1	50	2.7	2649	45	tom huck	Walt Disney	Adventure	67422	151	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	10	54	153	154	3.42	0	0	23837227
9	sudden death	114576	1995	1068470-sudden_death	5.2	32	17	15	53	5.6	9	5	4	55	2.6	3626	40	sudden death	Universal	Action	115515	153	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	19	36	26	12	2.49	0	0	20214270
10	goldeneye	113189	1995	goldeneye	6.8	41	33	8	80	6.2	11	7	4	63	3.4	28260	78	goldeneye	MGM	Action	432833	827	185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	13	9	7	2.74	1	0	105978900
11	american president	112346	1995	american_president	7	49	44	5	89	7.2	18	16	2	88	3.2	8320	71	american president	Sony Pictures	Romantic Comedy	46004	82	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	6	39	33	3.41	3	0	60009496
12	dracula dead loving it	112896	1995	dracula_dead_and_loving_it	3	35	3	32	8	3.7	10	2	8	20	2.8	10078	52	dracula dead loving it	Sony Pictures	Comedy	186147	475	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	14	31	50	14	2.69	0	1	10601599
13	balto	112453	1995	balto	5.8	12	6	6	50	0	4	1	3	25	3.2	9195	66	balto	Universal	Adventure	88165	215	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	7	39	145	331	3.82	0	0	11249665
14	nixon	113987	1995	nixon	6.7	56	42	14	75	6.1	18	12	6	66	3.5	3256	72	nixon	Walt Disney	Drama	55936	184	124	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	16	113	224	3.88	2	1	13642684
15	cutthroat isl	112760	1995	cutthroat_island	4.4	31	14	17	45	4.7	6	3	3	50	2.6	3350	42	cutthroat isl	MGM	Adventure	79606	320	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	13	34	73	83	3.38	1	0	9833397
16	casino	112641	1995	1067987-casino	7.2	58	47	11	81	6.3	16	11	5	68	3.9	66463	91	casino	Universal	Drama	82960	105	110	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	55	121	196	247	104	2.56	2	1	42388160
